2026-07-28T19:09:57.752Z,BRady,0.78,0.29
2026-07-28T19:09:59.733Z,BRady,0.22,0.13
2026-07-28T19:10:02.732Z,BRady,-0.19,0.20
2026-07-28T19:10:05.233Z,BRady,0.05,0.17
2026-07-28T19:10:08.233Z,BRady,-1.52,0.20
2026-07-28T19:10:09.733Z,BRady,0.92,0.11
2026-07-28T19:10:11.733Z,BRady,0.38,0.17
2026-07-28T19:10:53.735Z,BRady,0.87,0.65
2026-07-28T19:17:26.484Z,Derek,-0.08,0.42
2026-07-28T19:17:35.440Z,Derek,0.34,0.87
2026-07-28T19:18:02.568Z,Derek,0.78,2.70
2026-07-28T19:18:16.296Z,Derek,2.61,1.34
